Date Time;Location Name;Latitude;Longitude;Height Above Ground;Value
2021/10/27 05:44:52;Al Ruwais City ;24,096557;52,689583;1;0,008890678
2021/10/27 05:44:55;Al Ruwais City ;24,096537;52,689890;1;0,009050313
2021/10/27 05:44:57;Al Ruwais City ;24,096523;52,690093;1;0,008699693
2021/10/27 05:44:59;Al Ruwais City ;24,096509;52,690240;1;0,009032502
2021/10/27 05:45:01;Al Ruwais City ;24,096502;52,690307;1;0,01030222
2021/10/27 05:45:03;Al Ruwais City ;24,096500;52,690334;1;0,01014058
2021/10/27 05:45:05;Al Ruwais City ;24,096499;52,690376;1;0,01061335
2021/10/27 05:45:07;Al Ruwais City ;24,096501;52,690451;1;0,01085861
2021/10/27 05:45:09;Al Ruwais City ;24,096502;52,690551;1;0,009596261
2021/10/27 05:45:11;Al Ruwais City ;24,096496;52,690662;1;0,008367401
2021/10/27 05:45:13;Al Ruwais City ;24,096491;52,690788;1;0,008723982
2021/10/27 05:45:15;Al Ruwais City ;24,096485;52,690932;1;0,01013488
2021/10/27 05:45:17;Al Ruwais City ;24,096473;52,691093;1;0,008989799
2021/10/27 05:45:19;Al Ruwais City ;24,096472;52,691243;1;0,009325107
2021/10/27 05:45:21;Al Ruwais City ;24,096466;52,691394;1;0,008469259
2021/10/27 05:45:23;Al Ruwais City ;24,096457;52,691549;1;0,009011025
2021/10/27 05:45:25;Al Ruwais City ;24,096451;52,691714;1;0,008845865
2021/10/27 05:45:27;Al Ruwais City ;24,096442;52,691877;1;0,009176435
2021/10/27 05:45:29;Al Ruwais City ;24,096428;52,692055;1;0,008519269
2021/10/27 05:45:31;Al Ruwais City ;24,096419;52,692236;1;0,008768167
2021/10/27 05:45:33;Al Ruwais City ;24,096412;52,692446;1;0,008049837
2021/10/27 05:45:35;Al Ruwais City ;24,096392;52,692686;1;0,008773358
2021/10/27 05:45:37;Al Ruwais City ;24,096379;52,692937;1;0,00857916
2021/10/27 05:45:39;Al Ruwais City ;24,096370;52,693193;1;0,008884686
2021/10/27 05:45:41;Al Ruwais City ;24,096363;52,693445;1;0,008899501
2021/10/27 05:45:43;Al Ruwais City ;24,096349;52,693700;1;0,00814831
2021/10/27 05:45:45;Al Ruwais City ;24,096337;52,693976;1;0,008326745
2021/10/27 05:45:47;Al Ruwais City ;24,096327;52,694278;1;0,009077596
2021/10/27 05:45:49;Al Ruwais City ;24,096311;52,694613;1;0,008174771
2021/10/27 05:45:51;Al Ruwais City ;24,096293;52,694944;1;0,008450465
2021/10/27 05:45:53;Al Ruwais City ;24,096279;52,695304;1;0,007925591
2021/10/27 05:45:55;Al Ruwais City ;24,096252;52,695686;1;0,008575007
2021/10/27 05:45:57;Al Ruwais City ;24,096234;52,696080;1;0,007727254
2021/10/27 05:45:59;Al Ruwais City ;24,096227;52,696469;1;0,007074589
2021/10/27 05:46:01;Al Ruwais City ;24,096223;52,696849;1;0,008422904
2021/10/27 05:46:03;Al Ruwais City ;24,096235;52,697232;1;0,00826347
2021/10/27 05:46:05;Al Ruwais City ;24,096241;52,697637;1;0,008419852
2021/10/27 05:46:07;Al Ruwais City ;24,096148;52,698175;1;0,008840452
2021/10/27 05:46:09;Al Ruwais City ;24,096130;52,698630;1;0,007721463
2021/10/27 05:46:11;Al Ruwais City ;24,096104;52,699108;1;0,007737169
2021/10/27 05:46:13;Al Ruwais City ;24,096078;52,699583;1;0,007925856
2021/10/27 05:46:15;Al Ruwais City ;24,096056;52,700056;1;0,008658325
2021/10/27 05:46:17;Al Ruwais City ;24,096026;52,700533;1;0,007960957
2021/10/27 05:46:19;Al Ruwais City ;24,096011;52,701000;1;0,008107594
2021/10/27 05:46:21;Al Ruwais City ;24,095993;52,701458;1;0,00879633
2021/10/27 05:46:23;Al Ruwais City ;24,095971;52,701935;1;0,008514228
2021/10/27 05:46:25;Al Ruwais City ;24,095948;52,702420;1;0,007374119
2021/10/27 05:46:27;Al Ruwais City ;24,095934;52,702910;1;0,008136137
2021/10/27 05:46:29;Al Ruwais City ;24,095911;52,703401;1;0,00846082
2021/10/27 05:46:31;Al Ruwais City ;24,095891;52,703889;1;0,008432055
2021/10/27 05:46:33;Al Ruwais City ;24,095871;52,704363;1;0,00806342
2021/10/27 05:46:35;Al Ruwais City ;24,095857;52,704851;1;0,00895001
2021/10/27 05:46:37;Al Ruwais City ;24,095832;52,705342;1;0,008285233
2021/10/27 05:46:39;Al Ruwais City ;24,095817;52,705827;1;0,008301376
2021/10/27 05:46:41;Al Ruwais City ;24,095795;52,706308;1;0,008296017
2021/10/27 05:46:43;Al Ruwais City ;24,095787;52,706776;1;0,007324777
2021/10/27 05:46:45;Al Ruwais City ;24,095781;52,707225;1;0,007806348
2021/10/27 05:46:47;Al Ruwais City ;24,095778;52,707673;1;0,008813221
2021/10/27 05:46:49;Al Ruwais City ;24,095754;52,708128;1;0,007324397
2021/10/27 05:46:51;Al Ruwais City ;24,095730;52,708584;1;0,007409243
2021/10/27 05:46:53;Al Ruwais City ;24,095713;52,709040;1;0,007760442
2021/10/27 05:46:55;Al Ruwais City ;24,095689;52,709491;1;0,007206296
2021/10/27 05:46:57;Al Ruwais City ;24,095669;52,709922;1;0,00798471
2021/10/27 05:46:59;Al Ruwais City ;24,095650;52,710360;1;0,008001387
2021/10/27 05:47:01;Al Ruwais City ;24,095624;52,710785;1;0,008801037
2021/10/27 05:47:03;Al Ruwais City ;24,095606;52,711177;1;0,008590044
2021/10/27 05:47:05;Al Ruwais City ;24,095585;52,711546;1;0,007608994
2021/10/27 05:47:07;Al Ruwais City ;24,095569;52,711881;1;0,007653072
2021/10/27 05:47:09;Al Ruwais City ;24,095556;52,712182;1;0,007219563
2021/10/27 05:47:11;Al Ruwais City ;24,095544;52,712424;1;0,00820448
2021/10/27 05:47:13;Al Ruwais City ;24,095539;52,712570;1;0,008282833
2021/10/27 05:47:15;Al Ruwais City ;24,095573;52,712650;1;0,007668405
2021/10/27 05:47:17;Al Ruwais City ;24,095642;52,712678;1;0,006404093
2021/10/27 05:47:19;Al Ruwais City ;24,095709;52,712615;1;0,007130369
2021/10/27 05:47:21;Al Ruwais City ;24,095746;52,712469;1;0,007030015
2021/10/27 05:47:23;Al Ruwais City ;24,095749;52,712257;1;0,007628221
2021/10/27 05:47:26;Al Ruwais City ;24,095760;52,711879;1;0,006792595
2021/10/27 05:47:28;Al Ruwais City ;24,095767;52,711579;1;0,008270158
2021/10/27 05:47:30;Al Ruwais City ;24,095774;52,711240;1;0,007494844
2021/10/27 05:47:32;Al Ruwais City ;24,095786;52,710886;1;0,008644245
2021/10/27 05:47:34;Al Ruwais City ;24,095808;52,710517;1;0,007418151
2021/10/27 05:47:36;Al Ruwais City ;24,095808;52,710122;1;0,007283817
2021/10/27 05:47:38;Al Ruwais City ;24,095822;52,709703;1;0,007098689
2021/10/27 05:47:40;Al Ruwais City ;24,095837;52,709266;1;0,006685867
2021/10/27 05:47:42;Al Ruwais City ;24,095862;52,708812;1;0,007181849
2021/10/27 05:47:44;Al Ruwais City ;24,095876;52,708360;1;0,006967188
2021/10/27 05:47:46;Al Ruwais City ;24,095897;52,707909;1;0,007529181
2021/10/27 05:47:48;Al Ruwais City ;24,095921;52,707446;1;0,007065601
2021/10/27 05:47:50;Al Ruwais City ;24,095943;52,706983;1;0,007827173
2021/10/27 05:47:52;Al Ruwais City ;24,095961;52,706513;1;0,007734443
2021/10/27 05:47:54;Al Ruwais City ;24,095985;52,706029;1;0,00792178
2021/10/27 05:47:56;Al Ruwais City ;24,096006;52,705554;1;0,007196328
2021/10/27 05:47:58;Al Ruwais City ;24,096035;52,705078;1;0,006688813
2021/10/27 05:48:00;Al Ruwais City ;24,096064;52,704582;1;0,007801143
2021/10/27 05:48:02;Al Ruwais City ;24,096094;52,704080;1;0,008468392
2021/10/27 05:48:04;Al Ruwais City ;24,096117;52,703588;1;0,007998904
2021/10/27 05:48:06;Al Ruwais City ;24,096142;52,703115;1;0,008012765
2021/10/27 05:48:08;Al Ruwais City ;24,096163;52,702632;1;0,008368544
2021/10/27 05:48:10;Al Ruwais City ;24,096186;52,702140;1;0,006719007
2021/10/27 05:48:12;Al Ruwais City ;24,096212;52,701644;1;0,007614891
2021/10/27 05:48:14;Al Ruwais City ;24,096232;52,701139;1;0,007595175
2021/10/27 05:48:16;Al Ruwais City ;24,096252;52,700631;1;0,007663166
2021/10/27 05:48:18;Al Ruwais City ;24,096282;52,700116;1;0,008131162
2021/10/27 05:48:20;Al Ruwais City ;24,096303;52,699599;1;0,007410106
2021/10/27 05:48:22;Al Ruwais City ;24,096325;52,699082;1;0,00782982
2021/10/27 05:48:24;Al Ruwais City ;24,096352;52,698557;1;0,008108856
2021/10/27 05:48:26;Al Ruwais City ;24,096377;52,698034;1;0,007049161
2021/10/27 05:48:28;Al Ruwais City ;24,096405;52,697504;1;0,007042149
2021/10/27 05:48:30;Al Ruwais City ;24,096423;52,696981;1;0,007522426
2021/10/27 05:48:32;Al Ruwais City ;24,096452;52,696451;1;0,007976253
2021/10/27 05:48:34;Al Ruwais City ;24,096477;52,695908;1;0,007915048
2021/10/27 05:48:36;Al Ruwais City ;24,096503;52,695363;1;0,007932132
2021/10/27 05:48:38;Al Ruwais City ;24,096528;52,694820;1;0,007556588
2021/10/27 05:48:40;Al Ruwais City ;24,096555;52,694276;1;0,007132715
2021/10/27 05:48:42;Al Ruwais City ;24,096582;52,693727;1;0,00761884
2021/10/27 05:48:44;Al Ruwais City ;24,096605;52,693170;1;0,006464913
2021/10/27 05:48:46;Al Ruwais City ;24,096631;52,692601;1;0,00776701
2021/10/27 05:48:48;Al Ruwais City ;24,096659;52,692031;1;0,006967008
2021/10/27 05:48:50;Al Ruwais City ;24,096686;52,691464;1;0,007495614
2021/10/27 05:48:52;Al Ruwais City ;24,096718;52,690896;1;0,007064871
2021/10/27 05:48:54;Al Ruwais City ;24,096741;52,690350;1;0,006524558
2021/10/27 05:48:56;Al Ruwais City ;24,096773;52,689808;1;0,007829795
2021/10/27 05:48:58;Al Ruwais City ;24,096794;52,689270;1;0,008047265
2021/10/27 05:49:00;Al Ruwais City ;24,096816;52,688756;1;0,007815026
2021/10/27 05:49:02;Al Ruwais City ;24,096834;52,688269;1;0,007009542
2021/10/27 05:49:04;Al Ruwais City ;24,096862;52,687803;1;0,007928517
2021/10/27 05:49:06;Al Ruwais City ;24,096886;52,687349;1;0,007826919
2021/10/27 05:49:08;Al Ruwais City ;24,096908;52,686908;1;0,007123121
2021/10/27 05:49:10;Al Ruwais City ;24,096930;52,686462;1;0,008222263
2021/10/27 05:49:12;Al Ruwais City ;24,096946;52,686014;1;0,007104381
2021/10/27 05:49:14;Al Ruwais City ;24,096968;52,685568;1;0,006981682
2021/10/27 05:49:16;Al Ruwais City ;24,096990;52,685127;1;0,006876607
2021/10/27 05:49:18;Al Ruwais City ;24,097014;52,684696;1;0,006348114
2021/10/27 05:49:20;Al Ruwais City ;24,097033;52,684263;1;0,005796491
2021/10/27 05:49:22;Al Ruwais City ;24,097057;52,683827;1;0,006844837
2021/10/27 05:49:24;Al Ruwais City ;24,097079;52,683380;1;0,007094965
2021/10/27 05:49:26;Al Ruwais City ;24,097095;52,682941;1;0,006558447
2021/10/27 05:49:28;Al Ruwais City ;24,097120;52,682495;1;0,007038187
2021/10/27 05:49:30;Al Ruwais City ;24,097139;52,682051;1;0,006498556
2021/10/27 05:49:32;Al Ruwais City ;24,097160;52,681599;1;0,007320949
2021/10/27 05:49:34;Al Ruwais City ;24,097187;52,681148;1;0,007073312
2021/10/27 05:49:36;Al Ruwais City ;24,097219;52,680705;1;0,007434133
2021/10/27 05:49:38;Al Ruwais City ;24,097257;52,680250;1;0,007196165
2021/10/27 05:49:40;Al Ruwais City ;24,097294;52,679793;1;0,007044555
2021/10/27 05:49:42;Al Ruwais City ;24,097346;52,679360;1;0,007752839
2021/10/27 05:49:44;Al Ruwais City ;24,097402;52,678937;1;0,007332893
2021/10/27 05:49:46;Al Ruwais City ;24,097451;52,678509;1;0,006867583
2021/10/27 05:49:48;Al Ruwais City ;24,097497;52,678077;1;0,007323217
2021/10/27 05:49:50;Al Ruwais City ;24,097555;52,677641;1;0,007827399
2021/10/27 05:49:52;Al Ruwais City ;24,097631;52,677203;1;0,006443951
2021/10/27 05:49:54;Al Ruwais City ;24,097700;52,676782;1;0,007391597
2021/10/27 05:49:56;Al Ruwais City ;24,097773;52,676369;1;0,007168373
2021/10/27 05:49:58;Al Ruwais City ;24,097847;52,675966;1;0,007600275
2021/10/27 05:50:00;Al Ruwais City ;24,097925;52,675568;1;0,007204667
2021/10/27 05:50:02;Al Ruwais City ;24,098001;52,675165;1;0,007185848
2021/10/27 05:50:05;Al Ruwais City ;24,098130;52,674558;1;0,006804725
2021/10/27 05:50:07;Al Ruwais City ;24,098209;52,674165;1;0,007450632
2021/10/27 05:50:09;Al Ruwais City ;24,098302;52,673767;1;0,007199332
2021/10/27 05:50:11;Al Ruwais City ;24,098393;52,673381;1;0,006605229
2021/10/27 05:50:13;Al Ruwais City ;24,098485;52,672997;1;0,007732693
2021/10/27 05:50:15;Al Ruwais City ;24,098577;52,672640;1;0,007114541
2021/10/27 05:50:17;Al Ruwais City ;24,098683;52,672297;1;0,006195234
2021/10/27 05:50:19;Al Ruwais City ;24,098783;52,671955;1;0,006914701
2021/10/27 05:50:21;Al Ruwais City ;24,098887;52,671606;1;0,00761306
2021/10/27 05:50:23;Al Ruwais City ;24,099010;52,671245;1;0,006619663
2021/10/27 05:50:25;Al Ruwais City ;24,099143;52,670893;1;0,007535938
2021/10/27 05:50:27;Al Ruwais City ;24,099284;52,670539;1;0,008185295
2021/10/27 05:50:29;Al Ruwais City ;24,099434;52,670179;1;0,008989082
2021/10/27 05:50:31;Al Ruwais City ;24,099584;52,669797;1;0,00878124
2021/10/27 05:50:33;Al Ruwais City ;24,099729;52,669410;1;0,01078733
2021/10/27 05:50:35;Al Ruwais City ;24,099870;52,669043;1;0,01046803
2021/10/27 05:50:37;Al Ruwais City ;24,099998;52,668686;1;0,01081604
2021/10/27 05:50:39;Al Ruwais City ;24,100129;52,668331;1;0,008032641
2021/10/27 05:50:41;Al Ruwais City ;24,100239;52,667984;1;0,006488966
2021/10/27 05:50:43;Al Ruwais City ;24,100322;52,667681;1;0,006180485
2021/10/27 05:50:45;Al Ruwais City ;24,100395;52,667440;1;0,00664945
2021/10/27 05:50:47;Al Ruwais City ;24,100466;52,667232;1;0,007046804
2021/10/27 05:50:49;Al Ruwais City ;24,100519;52,667088;1;0,006890803
2021/10/27 05:50:51;Al Ruwais City ;24,100550;52,666996;1;0,007169707
2021/10/27 05:50:53;Al Ruwais City ;24,100567;52,666945;1;0,01051392
2021/10/27 05:50:55;Al Ruwais City ;24,100587;52,666889;1;0,01042288
2021/10/27 05:50:57;Al Ruwais City ;24,100609;52,666796;1;0,006538355
2021/10/27 05:50:59;Al Ruwais City ;24,100649;52,666636;1;0,00612058
2021/10/27 05:51:01;Al Ruwais City ;24,100702;52,666439;1;0,006548943
2021/10/27 05:51:03;Al Ruwais City ;24,100760;52,666230;1;0,006514102
2021/10/27 05:51:05;Al Ruwais City ;24,100817;52,665993;1;0,006991009
2021/10/27 05:51:07;Al Ruwais City ;24,100876;52,665727;1;0,006501905
2021/10/27 05:51:09;Al Ruwais City ;24,100948;52,665445;1;0,007143762
2021/10/27 05:51:11;Al Ruwais City ;24,101033;52,665141;1;0,007718643
2021/10/27 05:51:13;Al Ruwais City ;24,101129;52,664834;1;0,008710535
2021/10/27 05:51:15;Al Ruwais City ;24,101226;52,664516;1;0,009858774
2021/10/27 05:51:17;Al Ruwais City ;24,101318;52,664181;1;0,01104307
2021/10/27 05:51:19;Al Ruwais City ;24,101427;52,663837;1;0,01214924
2021/10/27 05:51:21;Al Ruwais City ;24,101536;52,663498;1;0,01032489
2021/10/27 05:51:23;Al Ruwais City ;24,101645;52,663147;1;0,0104822
2021/10/27 05:51:25;Al Ruwais City ;24,101750;52,662806;1;0,01091296
2021/10/27 05:51:27;Al Ruwais City ;24,101851;52,662478;1;0,0114325
2021/10/27 05:51:29;Al Ruwais City ;24,101939;52,662160;1;0,0122335
2021/10/27 05:51:31;Al Ruwais City ;24,101991;52,661844;1;0,008214609
2021/10/27 05:51:33;Al Ruwais City ;24,102074;52,661507;1;0,008399908
2021/10/27 05:51:35;Al Ruwais City ;24,102182;52,661157;1;0,008306126
2021/10/27 05:51:37;Al Ruwais City ;24,102291;52,660822;1;0,008506989
2021/10/27 05:51:39;Al Ruwais City ;24,102397;52,660510;1;0,007037392
2021/10/27 05:51:41;Al Ruwais City ;24,102497;52,660211;1;0,008011261
2021/10/27 05:51:43;Al Ruwais City ;24,102595;52,659918;1;0,007189243
2021/10/27 05:51:45;Al Ruwais City ;24,102686;52,659644;1;0,007878432
2021/10/27 05:51:47;Al Ruwais City ;24,102770;52,659381;1;0,008254953
2021/10/27 05:51:49;Al Ruwais City ;24,102848;52,659134;1;0,008457936
2021/10/27 05:51:51;Al Ruwais City ;24,102922;52,658915;1;0,008838854
2021/10/27 05:51:53;Al Ruwais City ;24,102981;52,658717;1;0,00922411
2021/10/27 05:51:55;Al Ruwais City ;24,103042;52,658518;1;0,008959451
2021/10/27 05:51:57;Al Ruwais City ;24,103086;52,658319;1;0,01045105
2021/10/27 05:51:59;Al Ruwais City ;24,103136;52,658127;1;0,008134187
2021/10/27 05:52:01;Al Ruwais City ;24,103192;52,657949;1;0,007561307
2021/10/27 05:52:03;Al Ruwais City ;24,103249;52,657772;1;0,007946908
2021/10/27 05:52:05;Al Ruwais City ;24,103310;52,657581;1;0,008499063
2021/10/27 05:52:07;Al Ruwais City ;24,103378;52,657390;1;0,00858086
2021/10/27 05:52:09;Al Ruwais City ;24,103450;52,657190;1;0,007556954
2021/10/27 05:52:11;Al Ruwais City ;24,103519;52,656988;1;0,0076998
2021/10/27 05:52:13;Al Ruwais City ;24,103581;52,656788;1;0,008868102
2021/10/27 05:52:15;Al Ruwais City ;24,103642;52,656592;1;0,00853592
2021/10/27 05:52:17;Al Ruwais City ;24,103706;52,656410;1;0,008228433
2021/10/27 05:52:19;Al Ruwais City ;24,103767;52,656229;1;0,009396868
2021/10/27 05:52:21;Al Ruwais City ;24,103826;52,656051;1;0,008163548
2021/10/27 05:52:23;Al Ruwais City ;24,103883;52,655874;1;0,009132711
2021/10/27 05:52:25;Al Ruwais City ;24,103941;52,655689;1;0,009063978
2021/10/27 05:52:27;Al Ruwais City ;24,103996;52,655501;1;0,008830073
2021/10/27 05:52:29;Al Ruwais City ;24,104053;52,655317;1;0,008160499
2021/10/27 05:52:31;Al Ruwais City ;24,104113;52,655138;1;0,009282344
2021/10/27 05:52:33;Al Ruwais City ;24,104172;52,654956;1;0,008461541
2021/10/27 05:52:35;Al Ruwais City ;24,104233;52,654764;1;0,009692885
2021/10/27 05:52:37;Al Ruwais City ;24,104295;52,654566;1;0,00815734
2021/10/27 05:52:39;Al Ruwais City ;24,104358;52,654369;1;0,009272098
2021/10/27 05:52:41;Al Ruwais City ;24,104414;52,654174;1;0,008763028
2021/10/27 05:52:43;Al Ruwais City ;24,104474;52,653985;1;0,008192011
2021/10/27 05:52:45;Al Ruwais City ;24,104527;52,653800;1;0,007842671
2021/10/27 05:52:47;Al Ruwais City ;24,104587;52,653629;1;0,008309343
2021/10/27 05:52:49;Al Ruwais City ;24,104624;52,653485;1;0,008784964
